lowercase,forms,if_interesting,
of—y'know,of—y'know,1,
him—it's,him—it's,0,
way—there's,way—there's,0,
can't--bless,can't--bless,0,
wouldn't--but,wouldn't--but,0,
s'worth,S'worth,1,
poets',poets',0,
café'd,café'd,1,
'p,'p,1,
killed',killed',0,
'planning,'Planning,0,
'sixty,'Sixty,0,
'figure,'Figure,0,
grandmothers',grandmothers',0,
'anders,'Anders,0,
would'nae,would'nae,1,
fra',fra',1,
distance—newt's,distance—Newt's,1,
specimen—he'd,specimen—he'd,0,
i'm—i'm,I'm—I'm,0,
i'm—erm,I'm—erm,1,
severity—it's,severity—it's,0,
that's—that's—oh,that's—that's—oh,0,
'hullo,'Hullo,1,
common',common',0,
'fudge,'Fudge,0,
'daily,'daily,0,
habit',habit',0,
rule',rule',0,
afeared',afeared',0,
dancers',dancers',0,
i'm—well,I'm—well,0,
i—they're,I—they're,0,
bo'otik,bo'otik,1,
brooding',brooding',0,
'armageddon,'Armageddon 'armageddon,1,
'preciate,'preciate,1,
'throat,'throat,0,
ripper',ripper',0,
atheists',atheists',0,
labs',labs',0,
would't,would't,1,
heavens',heavens',0,
wren's-breath,wren's-breath,1,
'hike’,'hike’,0,
deadliest',deadliest',0,
radar',radar',0,
'pornography’,'pornography’,0,
lover—it's,lover—it's,0,
hallucination',hallucination',0,
over--it'd,over--it'd,1,
wouldn't’,wouldn't’,0,
annoyed-that-i'm-embarrassed,annoyed-that-I'm-embarrassed,0,
hair's-breadth,hair's-breadth,0,
'appropriate’,'appropriate’,0,
'ip,'IP,0,
compromised',compromised',0,
'lately,'Lately,0,
dictators',dictators',0,
android',android',0,
camels',camels',0,
w'ot's,W'ot's,1,
w'ot,W'ot,1,
'beasts,'beasts,0,
'containment,'containment,0,
sick',sick',0,
nowhere—it's,nowhere—it's,0,
happ'ned,happ'ned,1,
guv'nah,guv'nah,1,
'monstera,'Monstera,0,
deliciosa',deliciosa',0,
'state,'State,0,
wasn't–they,wasn't–they,0,
h'rath,H'rath,1,
h'rath's,H'rath's,1,
s'yrthghar,S'yrthghar,1,
n'yrthnookah,N'yrthnookah,1,
n'rythghar,N'rythghar,1,
would'a,would'a,1,
scarf',scarf',0,
wizard',wizard',0,
stay'd,stay'd,0,??
rais'd,rais'd,0,??
seem'd,seem'd,0,??
crack'd,crack'd,0,??
's'pose,'S'pose,1,
na'eh,na'eh,1,
leshabe'ah,leshabe'ah,1,
nezabe'ah,nezabe'ah,1,
matbe'ah,matbe'ah,1,
hamnabe'ah,hamnabe'ah,1,
hamizbe'ah,hamizbe'ah,1,
'prevent,'prevent,0,
earlier-she'd,earlier-she'd,1,
none-you're,none-you're,0,
shouldn't-nnm-toy,shouldn't-nnm-toy,1,
y'ssee,Y'ssee,1,
'm'a,'m'a,1,
teen',teen',0,
sky'd,sky'd,0,??
'wouldn’t,'Wouldn’t,0,
'noble,'noble,0,
k'so,K'so,1,
foster-parents',foster-parents',0,
'sunflower''s,'Sunflower''s,0,
'pipe,'pipe,0,
weed',weed',0,
'leaky,'Leaky,0,
'puffs,'Puffs,0,
wandmakers',wandmakers',0,
'erm,'Erm,0,
knowledge',knowledge',0,
'humility,'Humility,0,
'vinegar,'Vinegar,0,
'faustus,'Faustus,0,
'faustian,'faustian,0,
le'ss,le'ss,1,
y'will,Y'will,1,
really--he'd,really--he'd,1,
'domestic,'Domestic,0,
bliss',bliss',0,
vegetables',vegetables',0,
surrender',surrender',0,
'emergency,'emergency,0,
childcare',childcare',0,
’',’',0,
never--',never--',0,
'--the,'--the,0,
alonei'd,aloneI'd,1,??
'date,'date,0,
satan',satan',0,
d'y'think,d'y'think,1,
'sons,'sons,0,
'rents,'Rents,0,
'official,'official,0,
fake',fake',0,
'oh’,'Oh’,0,
phone'cept,phone'Cept,0,
me'cause,me'Cause,1,
don'tthere's,don'tThere's,0,
complicate'cause,complicate'Cause,0,
muchthey're,muchThey're,0,
knowi'm,knowI'm,1,
diplomats',diplomats',0,
nightyou're,nightYou're,0,
takingi'm,takingI'm,0,
nowi'm,nowI'm,0,
hearti'm,heartI'm,1,
ami'm,amI'm,0,
roomi'm,roomI'm,0,
springi'm,springI'm,0,
cubesi'm,cubesI'm,0,
moneyi'm,moneyI'm,0,
whati'm,whatI'm,0,
donei'm,doneI'm,0,
falli'm,fallI'm,1,
youi'm,youI'm,0,
prideyou're,prideYou're,0,
aroundi'm,aroundI'm,0,
wheni'm,whenI'm,0,
waitin'for,waitin'For,1,
bleedin'but,bleedin'But,1,
name'cause,name'Cause,0,
becomei'm,becomeI'm,0,
lapi'm,lapI'm,0,
tiredi'm,tiredI'm,0,
you'cause,you'Cause,0,
somehowyou're,somehowYou're,0,
'emgot,'emGot,1,
hell'cause,hell'Cause,0,
mind's-eye,mind's-eye,0,
m'warm,M'warm,1,
'send,'Send 'send,0,
'tearing,'tearing,0,
management',management',0,
it's-quite,it's-quite,0,
y'please,y'please,1,
b'loody,B'loody b'loody,0,
lizards',lizards',0,
patients',patients',0,
wouldn't-ahh,wouldn't-ahh,0,
blighters',blighters',0,
chill'd,chill'd,0,??
discovered',discovered',0,
'shell,'shell,0,
shock',shock',0,
conqu'ring,conqu'ring,1,
'halo,'Halo,1,
y'all're,Y'all're,1,
'artfully,'artfully,0,
don't--i,don't--I,0,
'pinkpenguin,'PinkPenguin,0,
planned',planned',0,
alil',alil',1,
'insure,'Insure,0,
'nevertheless,'Nevertheless,0,
encounter',encounter',0,
'serve,'serve 'Serve,0,
natural',natural',0,
'offended,'offended,0,
aunt',aunt',0,
magician',magician',0,
'sinner,'Sinner,0,
'shakespeare,'Shakespeare,0,
'eye,'eye,0,
trial—crowley's,trial—Crowley's,0,
chew',chew',0,
'glory,'Glory,0,
goo',goo',1,
b't's'prised,b't's'prised,1,
o'the,o'the,1,
wiser',wiser',0,
aroun',aroun',1,
'doused,'Doused,0,
feelings—i'm,feelings—I'm,0,
zwe're,ZWe're,1,
'ziraphle,'ziraphle,1,
e'rything,e'rything,1,
his—aziraphale's—er,his—Aziraphale's—er,1,
i'msorryi'msorryi'msorryi'msorry,I'msorryI'msorryI'msorryI'msorry,0,
miracles—it's,MIRACLES—IT'S miracles—it's,0,
she'ela,she'ela,1,
y'miss,y'miss,1,
'n'so,'n'so,1,
'l'right,'l'right,1,
cherubs',cherubs',0,
'teaching,'teaching 'Teaching,0,
'inline,'inline,0,
is'return,is'Return,0,
'sentimental,'Sentimental,0,
crazy',crazy',0,
'arthur,'Arthur,0,
'straight,'straight,0,
narrow',narrow',0,
s'rude,S'rude,1,
'fresh,'fresh,0,
meat',meat',0,
'decided,'decided 'Decided,0,
volition',volition',0,
t'kitchen,t'kitchen,1,
t'another,T'another,1,
t'birthday,t'birthday,1,
t'helliehound,t'helliehound,1,
what's-her-tracy,what's-her-Tracy,0,
t'gether,t'gether,1,
'merica,'merica,1,
t'pilgrims,t'pilgrims,1,
t'native,t'native,1,
'mericansss,'mericansss,1,
m'grateful,M'grateful,1,
h'know,h'know,1,
s'unfair,S'unfair,1,
right'n'front,right'n'front,1,
diff'rent,diff'rent,1,
episodes',episodes',0,
m'crowley,M'Crowley,1,
thinking-about-what-you'd-read,thinking-about-what-you'd-read,0,
bus-colleagues',bus-colleagues',0,
s'because,S'because,1,
don't-you-want-to-go-to-heaven,don't-you-want-to-go-to-Heaven,0,
haven't-i-seen-you-before,haven't-I-seen-you-before,0,
m'aime,m'aime,0,
mortis',MORTIS',0,
needn't-t-t,needn't-t-t,1,
y'doubting,Y'doubting,1,
t'prove,t'prove,1,
m'honour,m'honour,1,
you're'n,you're'n,1,
d'served,d'served,1,
t'last,t'last,1,
kid'y'not,kid'y'not,1,
t'whole,t'whole,1,
t'damn,t'damn,1,
'ctually,'ctually,1,
y'bassstard,y'bassstard,1,
got't,got't,1,
m'glad,M'glad,1,
me'n'him,me'n'him,1,
kitten',kitten',0,
s'head,S'Head,1,
m'worried,m'worried,1,
m'adam,M'Adam,1,
m'your,M'your,1,
'murica,'Murica,0,
tug-o'-war,tug-o'-war,1,
formers',formers',0,
y'hear,y'hear,1,
message',message',0,
'picked,'picked,0,
interest—it's,interest—it's,0,
'songs,'songs,0,
thorough',thorough',0,
h-',h-',1,
good-',good-',0,
lovable',lovable',0,
enabler',enabler',0,
second',second',0,
incinerator',incinerator',0,
'chaining,'chaining,0,
c-',c-',1,
'torn,'torn,0,
terrible-',terrible-',0,
'jewish,'Jewish,0,
'grandiose,'Grandiose,0,
self-worth',self-worth',0,
'manipulated,'manipulated,0,
'become,'become,0,
'gut,'gut,0,
endwe're,endWe're,0,
woe-is-us-we-can't-be-friends,woe-is-us-we-can't-be-friends,0,
family',family',0,
'asian,'Asian,0,
o'rien,O'Rien,0,
l'amitié,L'Amitié,0,
'monster,'monster,0,
m'back,M'back,1,
ta'en,ta'en,1,
damage--they're,damage--they're,0,
almost--they're,almost--they're,0,
porters',porters',0,
lifted--he'd,lifted--he'd,0,
know--s'pose,know--s'pose,1,
wasn'e,wasn'e,1,
wasn't--that,wasn't--that,0,
'thwarting,'thwarting,0,
one's--no,one's--no,0,
didn't--he,didn't--he,0,
'hoof,'Hoof,0,
ohstars',ohstars',0,
'post,'post,0,
'incarnation,'Incarnation,0,
err'body,err'body,1,
principalities',principalities',0,
'sgone,'Sgone,1,
l'esprit,L'Esprit,0,
'maintenance,'maintenance,0,
fantasy',fantasy',0,
'popping,'popping,0,
engine',engine',0,
'rock-it's,'rock-it's,0,
shows',shows',0,
'hansom,'hansom,0,
cabs',cabs',0,
occurred',occurred',0,
f'fuck's,F'fuck's,1,
'master’,'Master’,0,
fucks',fucks',0,
s'up,S'up,1,
c'm'ere,C'm'ere,1,
it’s--it's,it’s--it's,0,
hadn't--he,hadn't--he,0,
servant's',servant's',0,
slaves',slaves',0,
vendors',vendors',0,
'maw,'maw,0,
damn'd,damn'd,0,??
'maws,'maws,0,
intimacy',intimacy',0,
'zirahale,'Zirahale,1,
o'driscoll,O'Driscoll,0,
righteousness',righteousness',0,
medics',medics',0,
hungr'ly,hungr'ly,1,
oft',oft',1,
s'whatever,s'whatever,1,
de'ja'vue,de'ja'vue,0,
'nless,'nless 'Nless,1,
lords',lords',0,
'suck,'suck 'Suck,0,
fail',fail',0,
gallows',gallows',0,
'kee-kee-keeeeeeee,'Kee-kee-keeeeeeee,1,
dinnit',dinnit',1,
differn',differn',1,
ment',ment',1,
tim',tim',1,
ins',ins',1,
'ard,'ard,1,
thar',thar',1,
'twood,'twood,1,
cannit',cannit',1,
'hung,'hung,0,
'whaaaat,'Whaaaat,1,
'sensitive,'Sensitive,0,
nayther',nayther',1,
'urry,'urry,1,
'afore,'afore,1,
'ladyhawke,'Ladyhawke,0,
fer',fer',1,
te',te',1,
ehn',ehn',1,
transgressins',transgressins',0,
afallen',afallen',0,
fer'ever',fer'ever',1,
aloot',aloot',0,
poo',poo',0,
huh',huh',0,
n'aime,n'aime,0,
don't--no--that’s,don't--no--that’s,0,
lonicera-caprifolium'sart,lonicera-caprifolium'sart,0,
'sonnet,'Sonnet,0,
civ',CIV',0,
lot're,lot're,0,
'sausage,'Sausage,0,
shoppers',shoppers',0,
cottage',cottage',0,
'eleanor,'Eleanor,0,
spouse',spouse',0,
courtesans',courtesans',0,
o'fell,O'Fell O'fell,0,
o'fell's,O'Fell's,0,
father'd,father'd,0,??
wouldn',wouldn',1,
mightn',mightn',1,
'tsk,'tsk,1,
tsk',tsk',1,
beginning',beginning',0,
'thee's,'thee's,0,
'thou's,'thou's,0,
'prithee's,'prithee's,0,
constrain'd,constrain'd,0,??
bas-',bas-',0,
'how're,'how're,0,??
pal',pal',0,
bookshop'd,bookshop'd,0,??
bullshiter',bullshiter',0,
bookstore',bookstore',0,
clout',clout',0,
clipped',clipped',0,
shitty',shitty',0,
'exceptionally,'exceptionally,0,
problematic',problematic',0,
pre-teen',pre-teen',0,
think'st,think'st,1,
evil-but-not-quite-so-evil-so's-you'd-notice-it-really,evil-but-not-quite-so-evil-so's-you'd-notice-it-really,1,
'entre,'Entre,0,
'jacob's,'Jacob's,0,
be—what's,be—what's,0,
'spicy,'spicy,0,
'coconut,'coconut,0,
vanilla',vanilla',0,
'apricot,'apricot,0,
marzipan',marzipan',0,
'deviant,'deviant,0,
'orseman,'orseman,1,
let's-talk-about-the,let's-talk-about-the,0,
y'keep,y'keep Y'keep,1,
n'why,N'why,1,
i'm-sexually-experienced,I'm-sexually-experienced,0,
love--you're,love--you're,0,
'oscar's,'Oscar's,0,
intention',intention',0,
'reliable,'reliable,0,
source',source',0,
co-workers'',co-workers'',0,
temper',temper',0,
up—crowley's,up—Crowley's,0,
sic'ing,sic'ing,1,
angelkind—it's,angelkind—it's,0,
'asael,'Asael,0,
hint—we're,hint—we're,0,
councilmembers',councilmembers',0,
'petty,'petty 'Petty,0,
skirmishing',skirmishing',0,
day'smost,day'sMost,0,
'phoned,'phoned,0,
i'd',I'd',0,
'shave,'Shave,0,
hair-cut',hair-cut',0,
'iggy,'Iggy,0,
d'armes,d'armes,0,
mean—it's,mean—it's,0,
someone's-damned,someone's-damned,0,
'murican,'Murican,0,
one'f,one'f,1,
'crate,'crate,0,
's'like,'S'like,1,
's'emergency,'s'emergency,1,
'syour,'Syour,1,
'sssspecially,'Sssspecially,1,
fuck're,fuck're,0,
takes',takes',0,
'bowling,'bowling,0,
'flipping,'flipping,0,
bird',bird',0,
beyon',beyon',1,
hahbur'n,hahbur'n,1,
life'd,life'd,1,
colleagues',colleagues',0,
hands're,hands're,1,
y'knooow,y'knooow,1,
em're,em're,1,
'sss’awful,'Sss’awful,1,
'xpect,'xpect,1,
'zzactly,'zzactly,1,
'zirrphale,'Zirrphale,1,
deliv'ry,deliv'ry,1,
deffin'ly,deffin'ly,1,
y'read,Y'read,1,
f'ralmost,f'ralmost,1,
ev'thing,ev'thing,1,
almos',almos',1,
wheya'd,wheya'd,1,
y'thought,Y'thought,1,
'panique,'Panique,0,
explorers',explorers',0,
s'done,S'done,1,
'n’,'n’,1,
'prayer,'Prayer,0,
sake'',sake'',0,
knowledge'',knowledge'',0,
cold'',cold'',0,
service'',service'',0,
parties'',parties'',0,
kid'',kid'',0,
girlfriend'',girlfriend'',0,
dude'',dude'',0,
space'',space'',0,
being'',being'',0,
once'',once'',0,
c'',C'',1,
duty-he'd,duty-he'd,0,
mean-i'm,mean-I'm,0,
and-he'd,and-he'd,0,
s'everyone,S'everyone,1,
n'if,N'if,1,
'haunted,'haunted,0,
'weekly,'weekly,0,
n'you,N'you,1,
'opened,'opened,0,
av',av',1,
can't-t,can't-t,1,
didn't-i,didn't-I,0,
i'd-hardly,I'd-hardly,0,
solider',solider',0,
much-you're,much-you're,0,
that-',that-',0,
'-shine,'-shine,0,
sunlight',sunlight',0,
'pinot,'Pinot,0,
mst',mst',1,
spose',spose',1,
decoration-he'd,decoration-he'd,0,
isn't-alright,isn't-alright,0,
'today's,'today's,0,
and-you're,and-you're,0,
you-we're,you-we're,0,
'bride,'Bride,0,
research',research',0,
chips're,chips're,1,
'tasty,'tasty,0,
'twice,'Twice,0,
'closely,'closely,0,
'logistics,'Logistics,0,
'chaos,'Chaos,0,
'everybody,'Everybody,0,
'commence,'Commence,0,
'weddings,'Weddings,0,
'firstly,'Firstly,0,
'whure,'whure,0,
here—i'm,here—I'm,0,
'zirphle,'Zirphle,1,
'mbad,'Mbad,1,
hellish'nfernal,hellish'nfernal,1,
'recreating,'recreating,0,
texts',texts',0,
punishment',punishment',0,
'seal,'seal,0,
m'by,M'by,1,
s'posssible,s'posssible,1,
escape',escape',0,
shouldn't’,shouldn't’,0,
'me's,'me's,1,
chi'n,chi'n,1,
up—let's,up—let's,0,
defenestration—he'd,defenestration—he'd,0,
'master'--crowley,'Master'--Crowley,0,
mos',mos',1,
compliant',compliant',0,
still—he'd,still—he'd,0,
flourish—he'd,flourish—he'd,0,
see—they're,see—they're,0,
doors—he'd,doors—he'd,0,
insist—it's,insist—it's,0,
'no'--after,'no'--after,0,
beast—y'know,beast—y'know,0,
think—an',think—an',1,
wasn't—i'm,wasn't—I'm,0,
just—crowley's,just—Crowley's,0,
couldn't',couldn't',0,
'accepted,'accepted,0,
'nitiative,'nitiative,1,
driving',driving',0,
proper',proper',0,
wiles',wiles',0,
blessings',blessings',0,
g'ne,g'ne,1,
'blooming,'Blooming,0,
wind',wind',0,
'thick,'thick,0,
bike',bike',0,
'pleasuring,'pleasuring,0,
'pleasepleaseplease,'Pleasepleaseplease,0,
'ohhhh,'Ohhhh,0,
'zir'phle,'Zir'phle,1,
m'ok,M'ok,1,
y'wrong,y'wrong,1,
weren't--we,weren't--we,0,
bridge',bridge',0,
speed',speed',0,
'zat,'zat,1,
l'abbaye-aux-hommes,L'Abbaye-aux-Hommes,0,
parents'd,parents'd,1,
if'n'when,if'n'when,1,
tradish'null,tradish'null,0,
selves',selves',0,
'aid,'aid,0,
left',left',0,
'list,'List,0,
'tales,'Tales,0,
blades',blades',0,
link',link',0,
t'him,t'him,0,
free—you're,free—you're,0,
schematics—he'd,schematics—he'd,0,
y'just,y'just,1,
'lock's,'Lock's,0,
'hunter's,'Hunter's,0,
「it's,「It's,0,
'aren’t,'aren’t,0,
lad',lad',0,
'—do,'—do,0,
mysteries',mysteries',0,
that—he'd,that—he'd,0,
when'-and,when'-and,0,
'-leaving,'-leaving,0,
hotels',hotels',0,
dzuk'na,dzuk'na,1,
ol'times,ol'times,1,
horsd'œuvre,horsd'œuvre,0,
'strawberry,'Strawberry,0,
ityou're,itYou're,0,
dangerousi'm,dangerousI'm,0,
lipsi'm,lipsI'm,0,
rideyou're,rideYou're,0,
ear',ear',0,
'staking,'staking,0,
whom',whom',0,
holier-than-thou',holier-than-thou',0,
patrons',patrons',0,
'stufby,'stufby,0,
store',store',0,
didm't,didm't,1,
and-and-'stodgy',and-and-'stodgy',0,
'stodgy,'stodgy,0,
scandal-he'd,scandal-he'd,0,
patiently',patiently',0,
wasn't-turn,wasn't-turn,0,
walls',WALLS',0,
all—he's,all—he's,0,
these're,these're,0,
'busy,'busy,0,
exciting',exciting',0,
ccd',CCD',0,
spy',spy',0,
talked',talked',0,
daemons',daemons',0,
i'm-busy-glare,I'm-busy-glare,0,
okayi'm,okayI'm,0,
maggots',maggots',0,
'liquid,'liquid,0,
courage',courage',0,
can't—angel—aziraphale,can't—angel—Aziraphale,0,
you're—it's,you're—it's,0,
being's—are,being's—are,0,
b'cus,b'cus,1,
'sabitweird,'sabitweird,1,
'mommy's,'Mommy's,0,
can't-that's,can't-that's,0,
don'cha,don'cha,1,
correct',correct',0,
d'éon,d'Éon,0,
'ssidess,'ssidess,1,
press',press',0,
'fcking,'fcking,1,
emergancy',emergancy',0,
y–y'know,y–y'know,1,
bastard's–ahem,bastard's–ahem,0,
’s'like,’S'like,1,
'c-cro,'C-Cro,1,
suckers',suckers',0,
affiliation',affiliation',0,
'heated,'heated,0,
'art,'art,0,
'below,'below,0,
'dastardly,'dastardly,0,
plot',plot',0,
'wide,'Wide,0,
repertoire',repertoire',0,
mates',mates',0,
'peek-a-boo,'peek-a-boo,0,
preschoolers',preschoolers',0,
'soul's,'soul's,0,
creation',creation',0,
'gap,'gap,0,
'cha,'cha,0,
give-'em-hell,give-'em-hell,1,
we're—we're,we're—we're,0,
it'self,it'self,0,
don't―,don't―,0,
s'part,S'part,1,
profesh'nl,profesh'nl,1,
so'm,so'm,1,
protégé's,protégé's,0,
protégés',protégés',0,
counterfeiters',counterfeiters',0,
'literary,'literary,0,
candle',candle',0,
'aries,'Aries,0,
'circle,'circle,0,
'jet,'jet,0,
'slutty,'slutty,0,
'handle,'handle,0,
'ridiculously,'ridiculously,0,
'supermodel,'Supermodel,0,
'page,'page,0,
jackass',jackass',0,
'supposedly,'Supposedly,0,
l'occulte,L'Occulte,0,
bright',bright',0,
'rosso,'Rosso,0,
'scope,'scope,0,
'others,'Others,0,
wankers',wankers',0,
'unbearably,'unbearably,0,
viewers',viewers',0,
'incapable,'incapable,0,
'melissa,'Melissa,0,
'zactly,'Zactly 'zactly,1,
'flag,'flag,0,
truce',truce',0,
surprised',surprised',0,
'ove,'ove,1,
'ziraph'l,'Ziraph'l,1,
m'mmy,m'mmy,1,
wen',wen',1,
spouses',spouses',0,
disguise',disguise',0,
's'ok,'S'ok,1,
'cared,'cared,0,
'awkward,'awkward,0,
'loosened,'loosened,0,
'miracled,'miracled,0,
'flaçton,'Flaçton,0,
c'monnnnnn,c'monnnnnn,1,
s'horrible,S'horrible,1,
thinksyou're,thinksYou're,0,
girl'sbest,girl'sBest,0,
s'yours,S'yours,1,
'joyous,'joyous,0,
'yeeting,'Yeeting,0,
goin'to,goin'to,1,
th'zombie,th'Zombie,1,
flux',flux',0,
you'fault,you'fault,0,
day—he'd,day—he'd,0,
u'baruch,u'baruch,1,
they'rrre,they'rrre,1,
'ludes,'ludes,0,
'zounds,'Zounds,0,
worms',worms',0,
chanceswe'd,chancesWe'd,0,
t'would,T'would,1,
'dooo,'DOOO,1,
betterrr',BETTERRR',1,
k'you,k'you,1,
s'fraid,s'fraid,1,
inter'fre,inter'fre,1,
d'd,d'd,1,
h'rt,h'rt,1,
captors',captors',0,
responsibility',responsibility',0,
'z’,'z’,1,
greedy-guts',greedy-guts',0,
'curiosity,'Curiosity,0,
mmm'ed,mmm'ed,1,
'usual,'usual,0,
'wisdom,'wisdom,0,
ancients',ancients',0,
was--he'd,was--he'd,0,
don't-think-about-it,don't-think-about-it,0,
y'all--comments,y'all--Comments,0,
devil're,devil're,1,
'ziraphlll,'Ziraphlll,1,
'ziraphl,'Ziraphl,1,
hel',hel',1,
discorp'rate,discorp'rate,1,
hum'n,hum'n,1,
pois'n,pois'n,1,
off'rd,off'rd,1,
dy'n',dy'n',1,
a'reed,a'reed,1,
kisses',kisses',0,
wouldn't—use,wouldn't—use,0,
there's—a,there's—a,0,
protection',protection',1,
meanings',meanings',0,
'ambrosia,'Ambrosia,0,
'cactus,'Cactus,0,
'calla,'Calla,0,
'daffodil,'Daffodil,0,
'dandelion,'Dandelion,0,
'evening,'Evening,0,
returned',returned',0,
y'talk,Y'talk,1,
coaches',coaches',0,
'michael's,'Michael's,0,
'freckles,'Freckles,0,
performers',performers',0,
'farce,'Farce,0,
cops',cops',0,
'courageous,'courageous,0,
equality',equality',0,
'normally,'Normally,0,
marathon',marathon',0,
caridrawsthingsi'm,caridrawsthingsI'm,0,
'z-'zira,'Z-'Zira,1,
books--he'd,books--he'd,0,
renters',renters',0,
'remain,'Remain,0,
whe'r,whe'r,1,
'choosing,'choosing,1,
g'joob,g'joob,0,
'unsanctioned,'unsanctioned,0,
activity',activity',0,
computer',computer',0,
pictures',pictures',0,
inferiors',inferiors',0,
'm’fiiiine,'M’fiiiine,1,
'relaxed,'relaxed,0,
unbothered',unbothered',0,
'egalitarian,'egalitarian,0,
'liberty,'liberty,0,
fidelity',fidelity',0,
'faithfully,'faithfully,0,
scorned',scorned',0,
'inscrutable’,'Inscrutable’,0,
'regular,'regular,0,
damage',damage',0,
challenge',challenge',0,
nightmare',nightmare',0,
strings',strings',0,
'sponsoring,'sponsoring,0,
'violated,'violated,0,
degraded',degraded',0,
'approved,'approved,0,
confirmation',confirmation',0,
'extensive,'extensive,0,
report',report',0,
lower',lower',0,
'dammed,'dammed,0,
pits',pits',0,
'swatty,'swatty,0,
bellend',bellend',0,
'fashionably,'fashionably,0,
d'alene,d'Alene,0,
'travel,'Travel,0,
competitors',competitors',0,
pátraic's,Pátraic's,0,
nobles',nobles',0,
agent',agent',0,
plot-thing',plot-thing',0,
'screen,'screen,0,
example',example',0,
elated-to-indulge-in-this-thing-i'm-not-supposed-to,elated-to-indulge-in-this-thing-I'm-not-supposed-to,0,
'discover,'Discover,0,
'field's,'field's,0,
i'm-evil-thing,I'm-evil-thing,0,
'cozz,'Cozz,1,
'fluffy,'fluffy,0,
'shoulder,'shoulder,0,
glares',glares',0,
'seducing,'seducing,0,
tips',tips',0,
had',had',0,
'loophole´,'loophole´,0,
sleeping-at-someone-else's-place,sleeping-at-someone-else's-place,0,
listening'—that,listening'—that,0,
'occupied,'occupied,0,
i—i'd,I—I'd,0,
puppy',puppy',0,
'thin,'thin,0,
ain'tcha,ain'tcha,1,
consentimiento',consentimiento',0,
fuerte',fuerte',0,
'pleasantly,'pleasantly,0,
tipsy',tipsy',0,
'bound,'Bound,0,
soft',soft',0,
family'z,family'z,1,
only'-sign,only'-sign,0,
manual',manual',0,
defender',defender',0,
fav'rite,fav'rite,1,
tail'ring,tail'ring,1,
'drown,'drown,0,
and—',and—',0,
quick',quick',0,
pandemics',pandemics',0,
'lightly,'lightly,0,
stabbed',stabbed',0,
'originator,'originator,0,
worried',worried',0,
'shaped,'shaped,0,
wasted',wasted',0,
internet',internet',0,
offence',offence',0,
archivisti'm,ARCHIVISTI'm,0,
crowleyi'm,CROWLEYI'm,0,
archivistthey're,ARCHIVISTThey're,0,
'spindle-legged,'spindle-legged,0,
'many-legged,'many-legged,0,
hell-fire',hell-fire',0,
'tribades,'tribades,0,
harlots',harlots',0,
'affliction,'affliction,0,
perplexing',perplexing',0,
j'n,J'n,0,
'spooky,'spooky,0,
stories',stories',0,
archivistwe're,ARCHIVISTWe're,0,
martinc'mon,MARTINC'mon,0,
skinheads',skinheads',0,
wound't,wound't,1,
swear',swear',0,
what'ca,what'ca,1,
focus',focus',0,
sshhh'ing,sshhh'ing,1,
'auction,'Auction,0,
'snogging,'Snogging,0,
i'l,I'l,0,
you're-hmmg,you're-hmmg,0,??
'ah's,'ah's,0,
both',both',0,
'beeton's,'Beeton's,0,
'william,'William,0,
whatsitsville',whatsitsville',0,
chaos',chaos',0,
'mastering,'Mastering,0,
'fer,'Fer,0,
shelf',shelf',0,
residents',residents',0,
youth',youth',0,
demoness',demoness',0,
knew',knew',0,
anguish',anguish',0,
'waltzing,'Waltzing,0,
'religion,'Religion,0,
'chariot,'chariot,0,
body'd,body'd,1,
'council,'council,0,
'terrifying,'terrifying,0,
'anxious,'anxious,0,
hen',hen',0,
grandma's-cottage,grandma's-cottage,0,
'ars,'Ars,0,
'housing,'Housing,0,
'dictatorship,'Dictatorship,0,
'janky,'janky,0,
untrustworthy',untrustworthy',0,
areas',areas',0,
'encouraging,'encouraging,0,
weakness',weakness',0,
abomination',abomination',0,
'material,'material,0,
objects',objects',0,
chap',chap',0,
's'true,'S'true,1,
'posthumous,'posthumous,0,
'principal,'Principal,0,
'fermented,'fermented,0,
'animal,'Animal,0,
d'estate,d'estate,0,
worse',worse',0,
university',university',0,
term',term',0,
interpretation',interpretation',0,
'discussion,'discussion,0,
asked',asked',0,
'fred,'FRED,0,
'one-eighth,'ONE-EIGHTH,0,
dare--',dare--',0,
'avada,'Avada,0,
'tom's,'Tom's,0,
'tom,'TOM,0,
'hermione,'HERMIONE,0,
'martyr,'martyr,0,
'sneak,'sneak,0,
peak',peak',0,
half—he's,half—he's,0,
course—aziraphale's,course—Aziraphale's,0,
defected—he's,defected—he's,0,
anywhere—he's,anywhere—he's,0,
he—he's,he—he's,0,
i'd—my,I'd—my,0,
professionalism',professionalism',0,
'eck,'eck,0,
a—you're,a—you're,1,
'champion's,'Champion's,0,
'warp,'warp,0,
spasm',spasm',0,
phrase',phrase',0,
'neutral’,'Neutral’,0,
s'practically,S'practically,1,
'pair,'Pair,0,
'fierce,'Fierce,0,
teach',teach',0,
heavy''well,heavy''Well,0,
are''maybe',are''Maybe',0,
messy',messy',0,
adeventure',adeventure',0,
dind't,dind't,1,
coulnd't,coulnd't,1,
'times,'Times,0,
changing',changing',0,
coincidence',coincidence',0,
trait',trait',0,
school',school',0,
mom',mom',0,
'runcible,'runcible,0,
'smorning,'smorning,1,
'ssscuse,'Ssscuse,1,
great',great',0,
d'or,d'Or,0,
