lowercase,forms,if_interesting,Unnamed: 3,n_of_variants,class
'zzactly,'zzactly,1.0,,1,buzz
'zirrphale,'Zirrphale,1.0,,1,
deliv'ry,deliv'ry,1.0,,1,
deffin'ly,deffin'ly,1.0,,1,
y'read,Y'read,1.0,,1,
f'ralmost,f'ralmost,1.0,,1,
ev'thing,ev'thing,1.0,,1,
almos',almos',1.0,,1,
wheya'd,wheya'd,1.0,,1,would
y'thought,Y'thought,1.0,,1,
s'done,S'done,1.0,,1,
'n’,'n’,1.0,,1,
c'',C'',1.0,,1,
s'everyone,S'everyone,1.0,,1,
n'if,N'if,1.0,,1,
n'you,N'you,1.0,,1,
av',av',1.0,,1,
can't-t,can't-t,1.0,,1,
mst',mst',1.0,,1,
spose',spose',1.0,,1,
chips're,chips're,1.0,,1,
'zirphle,'Zirphle,1.0,,1,
'mbad,'Mbad,1.0,,1,
hellish'nfernal,hellish'nfernal,1.0,,1,
m'by,M'by,1.0,,1,
s'posssible,s'posssible,1.0,,1,hiss
'me's,'me's,1.0,,1,
chi'n,chi'n,1.0,,1,
mos',mos',1.0,,1,
think—an',think—an',1.0,,1,
'nitiative,'nitiative,1.0,,1,
g'ne,g'ne,1.0,,1,
'zir'phle,'Zir'phle,1.0,,1,
m'ok,M'ok,1.0,,1,
y'wrong,y'wrong,1.0,,1,
'zat,'zat,1.0,,1,
parents'd,parents'd,1.0,,1,would
if'n'when,if'n'when,1.0,,1,
y'just,y'just,1.0,,1,
dzuk'na,dzuk'na,1.0,,1,
ol'times,ol'times,1.0,,1,
didm't,didm't,1.0,,1,
b'cus,b'cus,1.0,,1,
'sabitweird,'sabitweird,1.0,,1,
don'cha,don'cha,1.0,,1,
'ssidess,'ssidess,1.0,,1,hiss
'fcking,'fcking,1.0,,1,
y–y'know,y–y'know,1.0,,1,
’s'like,’S'like,1.0,,1,
'c-cro,'C-Cro,1.0,,1,
give-'em-hell,give-'em-hell,1.0,,1,
s'part,S'part,1.0,,1,
profesh'nl,profesh'nl,1.0,,1,
so'm,so'm,1.0,,1,
'zactly,'Zactly 'zactly,1.0,,2,
'ove,'ove,1.0,,1,
'ziraph'l,'Ziraph'l,1.0,,1,
m'mmy,m'mmy,1.0,,1,
wen',wen',1.0,,1,
's'ok,'S'ok,1.0,,1,
c'monnnnnn,c'monnnnnn,1.0,,1,
s'horrible,S'horrible,1.0,,1,
s'yours,S'yours,1.0,,1,
goin'to,goin'to,1.0,,1,
th'zombie,th'Zombie,1.0,,1,
u'baruch,u'baruch,1.0,,1,
they'rrre,they'rrre,1.0,,1,
t'would,T'would,1.0,,1,
'dooo,'DOOO,1.0,,1,
betterrr',BETTERRR',1.0,,1,
k'you,k'you,1.0,,1,
s'fraid,s'fraid,1.0,,1,
inter'fre,inter'fre,1.0,,1,
d'd,d'd,1.0,,1,would
h'rt,h'rt,1.0,,1,
'z’,'z’,1.0,,1,
mmm'ed,mmm'ed,1.0,,1,
devil're,devil're,1.0,,1,
'ziraphlll,'Ziraphlll,1.0,,1,
'ziraphl,'Ziraphl,1.0,,1,
hel',hel',1.0,,1,
discorp'rate,discorp'rate,1.0,,1,
hum'n,hum'n,1.0,,1,
pois'n,pois'n,1.0,,1,
off'rd,off'rd,1.0,,1,
dy'n',dy'n',1.0,,1,
a'reed,a'reed,1.0,,1,
protection',protection',1.0,,1,
y'talk,Y'talk,1.0,,1,
'z-'zira,'Z-'Zira,1.0,,1,
whe'r,whe'r,1.0,,1,
'choosing,'choosing,1.0,,1,
'm’fiiiine,'M’fiiiine,1.0,,1,
'cozz,'Cozz,1.0,,1,buzz
ain'tcha,ain'tcha,1.0,,1,
family'z,family'z,1.0,,1,
fav'rite,fav'rite,1.0,,1,
tail'ring,tail'ring,1.0,,1,
wound't,wound't,1.0,,1,
what'ca,what'ca,1.0,,1,
sshhh'ing,sshhh'ing,1.0,,1,hiss
body'd,body'd,1.0,,1,would
's'true,'S'true,1.0,,1,
a—you're,a—you're,1.0,,1,
s'practically,S'practically,1.0,,1,
dind't,dind't,1.0,,1,
coulnd't,coulnd't,1.0,,1,
'smorning,'smorning,1.0,,1,
'ssscuse,'Ssscuse,1.0,,1,hiss
smudging',smudging',1.0,,1,
s'wot,s'wot,1.0,,1,
'miszzion,'miszzion,1.0,,1,buzz
cou'da,cou'da,1.0,,1,
s'wrong,S'wrong,1.0,,1,
world'd,world'd,1.0,,1,would
'lright,'lright,1.0,,1,
someone'd,someone'd,1.0,,1,would
hickey'd,hickey'd,1.0,,1,would
'pparently,'Pparently,1.0,,1,
'ccasionally,'ccasionally,1.0,,1,
y'reckon,Y'reckon,1.0,,1,
me'd,me'd,1.0,,1,would
'elrond'd,'Elrond'd,1.0,,1,would
h'py,H'py,1.0,,1,
f'gotten,F'gotten,1.0,,1,
s'mthing,s'mthing,1.0,,1,
tsk—he'd,tsk—he'd,1.0,,1,would
'ide,'ide,1.0,,1,
y'aint,y'aint,1.0,,1,
howev'r,howev'r,1.0,,1,
g'pa,G'pa,1.0,,1,
ang'l,ang'l,1.0,,1,
v'ry,V'ry,1.0,,1,
rrrm'mber,rrrm'mber,1.0,,1,
mist'aak,mist'aak,1.0,,1,
troub'l,troub'l,1.0,,1,
flibb'ring,flibb'ring,1.0,,1,
'fi,'Fi,1.0,,1,
'caussssse,'caussssse,1.0,,1,hiss
m'darling,m'darling,1.0,,1,
m'pad,m'pad,1.0,,1,
those'r,those'r,1.0,,1,
t'have,t'have,1.0,,1,
guy'd,guy'd,1.0,,1,would
ar',ar',1.0,,1,
ssidess',ssidess',1.0,,1,hiss
whiskey'd,whiskey'd,1.0,,1,would
upo',upo',1.0,,1,
twinsss',twinsss',1.0,,1,hiss
y'idjit,y'idjit,1.0,,1,
rath'r,rath'r,1.0,,1,
basic'ly,basic'ly,1.0,,1,
us'd,us'd,1.0,,1,would
'why'nt,'Why'nt,1.0,,1,
for'em,for'em,1.0,,1,
'loki,'Loki,1.0,,1,
'loki's,'Loki's,1.0,,1,
'cas,'Cas,1.0,,1,
'di,'DI,1.0,,1,
'na-uh,'Na-uh,1.0,,1,
y'wanker,y'wanker,1.0,,1,
t'gather,t'gather,1.0,,1,
o'one,o'one,1.0,,1,
f'ed,f'ed,1.0,,1,
half'n'half,half'n'half,1.0,,1,
take'em,take'em,1.0,,1,
hu—y'know,hu—y'know,1.0,,1,
convulsin'licking,convulsin'licking,1.0,,1,
nnnnn—it's,nnnnn—it's,1.0,,1,
s'thingie,s'thingie,1.0,,1,
there'sa,there'sa,1.0,,1,
mm'dear,mm'dear,1.0,,1,
'a's,'a's,1.0,,1,
a'tuins,A'Tuins,1.0,,1,
ever'where,ever'where,1.0,,1,
gen'ral,gen'ral,1.0,,1,
halo'ed,halo'ed,1.0,,1,
'ahems’,'ahems’,1.0,,1,
hell'd,hell'd,1.0,,1,would
sÿn's,Sÿn's,1.0,,1,
sÿndra's,Sÿndra's,1.0,,1,
'bobby's,'Bobby's,1.0,,1,
game'd,game'd,1.0,,1,would
reas'nable,reas'nable,1.0,,1,
'yeeoww,'Yeeoww,1.0,,1,
toss'n,toss'n,1.0,,1,hiss
y'now,y'now,1.0,,1,
'ere's,'ere's,1.0,,1,
h'ors,h'ors,1.0,,1,
m'serious,M'serious,1.0,,1,
reasons'ld,reasons'ld,1.0,,1,
had'ta,had'ta,1.0,,1,
m———'s,M———'s,1.0,,1,
s'sappy,S'sappy,1.0,,1,
here'ssa,here'ssa,1.0,,1,hiss
wha'ssit,wha'ssit,1.0,,1,hiss
'neffable,'neffable,1.0,,1,
issn'it,issn'it,1.0,,1,hiss
comparison'd,comparison'd,1.0,??,1,would
'ng'l,'ng'l,1.0,,1,
'mutant,'Mutant,1.0,,1,
t'pring,T'Pring,1.0,,1,
t'kehr,T'kehr,1.0,,1,
'ssssirafael,'ssssirafael,1.0,,1,hiss
cou',cou',1.0,,1,
y'carry,Y'carry,1.0,,1,
feline',feline',1.0,,1,
t'hurt,t'hurt,1.0,,1,
g'afternoon,G'afternoon,1.0,,1,
e'ryone,E'ryone,1.0,,1,
eels',eels',1.0,,1,
t'will,T'will,1.0,,1,
t'count,t'count,1.0,,1,
where'sss,where'sss,1.0,,1,hiss
quo'd,quo'd,1.0,,1,would
foun',foun',1.0,,1,
m'knees,m'knees,1.0,,1,
girlsss',girlsss',1.0,,1,hiss
'ccept,'ccept,1.0,,1,
bow'r,bow'r,1.0,,1,
'ee,'ee,1.0,,1,
'ousekeepah,'ousekeepah,1.0,,1,
nach'ral,nach'ral,1.0,,1,
natch'ral,natch'ral,1.0,,1,
'anno,'Anno,1.0,,1,
i—w-what're,I—w-what're,1.0,,1,
'hex,'hex,1.0,,1,
c'mon—it's,c'mon—it's,1.0,,1,
doesssn'ts,doesssn'ts,1.0,,1,hiss
s-suff'ring,s-suff'ring,1.0,,1,
ssssuff'ring,ssssuff'ring,1.0,,1,hiss
tha''s,tha''s,1.0,,1,
ineff'ble,ineff'ble,1.0,,1,
human—can'ts,human—can'ts,1.0,,1,
wouldn'ts,wouldn'ts,1.0,,1,
ain't'cha,ain't'cha,1.0,,1,
tethered—let's,tethered—let's,1.0,,1,
two'd,two'd,1.0,,1,would
g't,G't,1.0,,1,
'nubile,'nubile,1.0,,1,
afternoon'd,afternoon'd,1.0,,1,would
didn'tsss,didn'tsss,1.0,,1,hiss
can'tss,can'tss,1.0,,1,hiss
hafen'tss,hafen'tss,1.0,,1,hiss
didn'ts,didn'ts,1.0,,1,
doessssn'ts,doessssn'ts,1.0,,1,hiss
weren'ts,weren'ts,1.0,,1,
ssat'sss,ssat'sss,1.0,,1,hiss
sons-o'-bitches,sons-o'-bitches,1.0,,1,
giv'n,giv'n,1.0,,1,
apocalypssse'ss,apocalypssse'ss,1.0,,1,hiss
d'stract,d'stract,1.0,,1,
beb'p,beb'p,1.0,,1,
b'bop,b'bop,1.0,,1,
m'deary,m'deary,1.0,,1,
di'n'tss,di'n'tss,1.0,,1,hiss
dear'st,dear'st,1.0,,1,
can'ss,can'ss,1.0,,1,hiss
c'mooooon,C'mooooon,1.0,,1,
dun',dun',1.0,,1,
'sssere,'sssere,1.0,,1,hiss
shou'd,shou'd,1.0,,1,would
'ppreciate,'ppreciate,1.0,,1,
two're,two're,1.0,,1,
th't,th't,1.0,,1,
t'my,T'my,1.0,,1,
curl'd,curl'd,1.0,,1,would
bad'st,bad'st,1.0,,1,
smart'un,smart'un,1.0,,1,
o'erthrown,o'erthrown,1.0,,1,
co-workers—who're,co-workers—who're,1.0,,1,
g—earth's,G—earth's,1.0,,1,
way'd,way'd,1.0,,1,would
'zrphale,'Zrphale,1.0,,1,
diff'rence,diff'rence,1.0,,1,
halo'd,halo'd,1.0,,1,would
reg'lar,reg'lar,1.0,,1,
'coooourse,'Coooourse,1.0,??,1,
we'd—er,we'd—er,1.0,,1,
s'rrender,s'rrender,1.0,,1,
pr'nounce,pr'nounce,1.0,,1,
crew—that'd,crew—that'd,1.0,,1,would
foc's'le,foc's'le,1.0,,1,
couldn'ta,couldn'ta,1.0,,1,
anybody'd,anybody'd,1.0,,1,would
nor'easter,nor'easter,1.0,,1,
ol'tar,ol'tar,1.0,,1,
o'my,o'my,1.0,,1,
f'r'heaven's,f'r'heaven's,1.0,,1,
hm'd,hm'd,1.0,,1,would
fo'c's'le,fo'c's'le,1.0,,1,
more'n',more'n',1.0,,1,
sshe'd,sshe'd,1.0,,1,would hiss
s'entirely,s'entirely,1.0,,1,
sump'n,sump'n,1.0,,1,
'nam,'Nam,1.0,,1,
did'n'e,did'n'e,1.0,,1,
m'own,m'own,1.0,,1,
summ'in,summ'in,1.0,,1,
summ'nawannada,summ'nawannada,1.0,,1,
m'real,m'Real,1.0,,1,
sss'too,sss'too,1.0,,1,hiss
dang'rousss,dang'rousss,1.0,,1,hiss
b'hind,b'hind,1.0,,1,
gav'me,gav'me,1.0,,1,
m'name,m'Name,1.0,,1,
m'namessss,m'Namessss,1.0,,1,hiss
everyone'a,everyone'a,1.0,,1,
h'w,H'w,1.0,,1,
off'd,off'd,1.0,,1,would
eye'd,eye'd,1.0,,1,would
y'eve,Y'eve,1.0,,1,
y'sel,y'sel,1.0,,1,
'de,'De,1.0,,1,
'ta,'Ta,1.0,,1,
'shh,'Shh,1.0,,1,
coulda',coulda',1.0,,1,
thah',thah',1.0,,1,
quarter-'til,quarter-'til,1.0,,1,
t'paal,T'Paal,1.0,,1,
'sbetter,'sbetter,1.0,,1,
mascara'd,mascara'd,1.0,,1,would
thank-y',thank-y',1.0,,1,
'pposed,'pposed,1.0,,1,
'v,'v,1.0,,1,
name'sssss,name'sssss,1.0,,1,hiss
what'sssss,what'sssss,1.0,,1,hiss
sssssword',sssssword',1.0,,1,hiss
'asssiraphale,'Asssiraphale,1.0,,1,hiss
'ăzā'zyēl,'ăzā'zyēl,1.0,,1,
'erder,'erder,1.0,,1,
'isself,'isself,1.0,,1,hiss
d'nger,d'nger,1.0,,1,
'tys,'tys,1.0,,1,
he'zzzzz,he'zzzzz,1.0,,1,buzz
per'aps,per'aps,1.0,,1,
'tif,'tif,1.0,,1,
father'f,father'f,1.0,,1,
'ande,'Ande,1.0,,1,
name'ssss,name'ssss,1.0,,1,hiss
'mdrunk,'mdrunk,1.0,,1,
'shour,'Shour,1.0,,1,
'shoaky,'shoaky,1.0,,1,
m'n'angel,m'n'angel,1.0,,1,
jusssss',jusssss',1.0,,1,hiss
alligator'sssss,alligator'sssss,1.0,,1,hiss
be'ind,be'ind,1.0,,1,
ha'e,ha'e,1.0,,1,
migh',migh',1.0,,1,
su',su',1.0,,1,
it'ssssssss,it'ssssssss,1.0,,1,hiss
loverzzzzzz',loverzzzzzz',1.0,,1,buzz
one'zzzzz,one'zzzzz,1.0,,1,buzz
'scuze,'Scuze,1.0,,1,
'sthere,'sthere,1.0,,1,
trav'ling,trav'ling,1.0,,1,
'zis,'zis,1.0,,1,
d'horrible,d'horrible,1.0,,1,
'zrph'le,'Zrph'le,1.0,,1,
toys're,toys're,1.0,,1,
as'me,as'me,1.0,,1,
m'business,m'business,1.0,,1,hiss
somethn',somethn',1.0,,1,
'zir,'Zir,1.0,,1,
nobody'sss,nobody'sss,1.0,,1,hiss
da—he'd,da—he'd,1.0,,1,would
everything'sss,everything'sss,1.0,,1,hiss
bugg'rall,bugg'rall,1.0,,1,
mi'wanna,mi'wanna,1.0,,1,
'fya,'fya,1.0,,1,
long'st,long'st,1.0,,1,
doom'd,doom'd,1.0,,1,would
a'reap,A'reap,1.0,,1,
g'wan,G'wan,1.0,,1,
mo'fos,mo'fos,1.0,,1,
mo'fo,mo'fo,1.0,,1,
g'back,G'back,1.0,,1,
t'sleep,t'sleep,1.0,,1,
impor'an',impor'an',1.0,,1,
awry'—though,awry'—though,1.0,,1,
downrigh',downrigh',1.0,,1,
tonigh'—get,tonigh'—get,1.0,,1,
in'eractions,in'eractions,1.0,,1,
af'er,af'er,1.0,,1,
connect'em,connect'em,1.0,,1,
hi'self,hi'self,1.0,,1,
's'good,'S'good,1.0,,1,
myk'l,MYK'L,1.0,,1,
mlky'l,MLKY'L,1.0,,1,
scale'v,scale'v,1.0,,1,
'oo'd,'oo'd,1.0,,1,would
'umiliation,'umiliation,1.0,,1,
